Classification	Family
Lactobacillus_gasseri	Lactobacillaceae
Veillonella_parvula	Veillonellaceae
Bifidobacterium_longum	Bifidobacteriaceae
Bifidobacterium_breve	Bifidobacteriaceae
Cutibacterium_avidum	Propionibacteriaceae
Atopobium_minutum	Atopobiaceae
Escherichia_flexneri	Enterobacteriaceae
Klebsiella_pneumoniae	Enterobacteriaceae
unclassified	unclassified
