Classification	Family
Enterococcus_faecalis	Enterococcaceae
Anaerostipes_hadrus	Lachnospiraceae
Intestinibacter_bartlettii	Peptostreptococcaceae
Clostridium_paraputrificum	Clostridiaceae
Clostridium_P_perfringens	Clostridiaceae
Veillonella_rogosae	Veillonellaceae
Pseudomonas_aeruginosa	Pseudomonadaceae
Pseudescherichia_sp002298805	Enterobacteriaceae
Haemophilus_D	Pasteurellaceae
unclassified	unclassified
