Classification	Family
Enterococcus_faecalis	Enterococcaceae
Finegoldia_magna_F	Helcococcaceae
Clostridium_P_perfringens	Clostridiaceae
Veillonella_parvula_A	Veillonellaceae
Varibaculum_cambriense_B	Actinomycetaceae
Cutibacterium_avidum	Propionibacteriaceae
Enterobacter_himalayensis	Enterobacteriaceae
Superficieibacter	Enterobacteriaceae
unclassified	unclassified
