Classification	Family
Enterococcus_A_avium	Enterococcaceae
Enterococcus_faecalis	Enterococcaceae
Clostridioides_difficile	Peptostreptococcaceae
Finegoldia_magna_H	Helcococcaceae
Clostridium_neonatale	Clostridiaceae
Clostridium_P_perfringens	Clostridiaceae
Veillonella_parvula	Veillonellaceae
Dermabacter_hominis	Dermabacteraceae
Klebsiella_A_michiganensis	Enterobacteriaceae
Lachnoclostridium	Lachnospiraceae
unclassified	unclassified
