Classification	Family
Streptococcus_salivarius	Streptococcaceae
Enterococcus_faecalis	Enterococcaceae
Veillonella_dispar_A	Veillonellaceae
Bifidobacterium_breve	Bifidobacteriaceae
Cutibacterium_avidum	Propionibacteriaceae
Cutibacterium_granulosum	Propionibacteriaceae
Eggerthella_lenta	Eggerthellaceae
Escherichia_coli	Enterobacteriaceae
Klebsiella_pneumoniae	Enterobacteriaceae
unclassified	unclassified
