Classification	Family
Streptococcus_sp900543065	Streptococcaceae
Streptococcus_sp000187445	Streptococcaceae
Limosilactobacillus_fermentum	Lactobacillaceae
Limosilactobacillus_mucosae	Lactobacillaceae
Veillonella_parvula_A	Veillonellaceae
Megamonas_funiformis	Selenomonadaceae
Bifidobacterium_infantis	Bifidobacteriaceae
Bifidobacterium_breve	Bifidobacteriaceae
Escherichia_coli_D	Enterobacteriaceae
Akkermansia_muciniphila	Akkermansiaceae
unclassified	unclassified
