Classification	Family
Enterococcus_faecalis	Enterococcaceae
Clostridium_P_perfringens	Clostridiaceae
Veillonella_parvula	Veillonellaceae
Bifidobacterium_longum	Bifidobacteriaceae
Bifidobacterium_breve	Bifidobacteriaceae
Cutibacterium_avidum	Propionibacteriaceae
Escherichia_flexneri	Enterobacteriaceae
Klebsiella_pneumoniae	Enterobacteriaceae
Finegoldia	Helcococcaceae
unclassified	unclassified
