Classification	Family
Enterococcus_A_avium	Enterococcaceae
Enterococcus_faecalis	Enterococcaceae
Staphylococcus_aureus	Staphylococcaceae
Paenibacillus_Y_sp900069005	Paenibacillaceae
Clostridioides_difficile	Peptostreptococcaceae
Veillonella_parvula_A	Veillonellaceae
Cutibacterium_avidum	Propionibacteriaceae
Enterobacter_himalayensis	Enterobacteriaceae
Klebsiella_A_michiganensis	Enterobacteriaceae
unclassified	unclassified
